ID,Proj No,Project,Output Code,Month,Year,Value,Stat,Impact Indicator Old,Impact Indicator New,Unit,Valid,Original?,Notes/More detail required?,Project2,Historic/Logframe,Source,Verification,project_id,id
640,20,Maldives,,,2022,1,The status of napoleon wrasse in Laamu Atoll was assessed after three decades of protection using citizen science. ,,1.1.1,"Reports, investigations, published papers or similar",1,0.0,https://www.int-res.com/articles/esr2022/49/n049p135.pdf ,,Historic,66,,62,6200010707.0
641,20,Maldives,,,2022,1,"Status of Napoleon wrasse in Laamu Atoll, Maldives, after three decades of protection",,1.1.1,"Reports, investigations, published papers or similar",1,0.0,https://www.int-res.com/articles/esr2022/49/n049p135.pdf,,Historic,61,,62,6200010708.0
642,20,Maldives,,,2022,1,MoU signed with Laamu Hithadhoo Council to establish a Community Conservation Area,,1.1.2,Number of changes,1,0.0,,,Historic,1,,62,6200010709.0
651,20,Maldives,,,2021,23,"23 species of Parrotfish legally protected from fishing in September 2020, just two months after BLUE's sucessful #FishForTomorow campagin ended.",,1.4.1,Number of species and/or habitats ,1,1.0,,,Historic,18,,62,6200030801.0
644,20,Maldives,,,2022,,Blue Marine and MRR have also signed a memorandum of understanding with the Laamu Hithadhoo Island Council to support the establishment of a Locally Managed Marine Area (LMMA) that will protect a critical grouper spawning and manta ray cleaning station.,,1.2.1,proposed km2,1,0.0,how big is this area,,Historic,4,,62,6200030802.0
645,20,Maldives,,,?,26.7,"helped achieve the designation of six new MPAs on Laamu Atoll covering an area of ~25km2, ",,1.2.2,designated km2,1,0.0,,,Historic,62,,62,6200030803.0
652,20,Maldives,,,2022,1,An evaluation was conducted of our sustainable-resort reef fishery programme at Six Senses Laamu,,Progress,-,1,1.0,,,Historic,4,,62,6200030804.0
653,20,Maldives,,,2022,1,"An assessment of the Laamaseelu Masveriyaa programme between 2020 and 2022, with directions for adaptive management. ",,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,1.0,Not released publicly (shared with Six Senses Laamu). ,,Historic,66,,62,6200020901.0
648,20,Maldives,,,2022,1,Laamu Hithadhoo Council has announced their intention to establish a community conservation area to protect a critical grouper spawning aggregation.,,1.4.1,Number of species and/or habitats ,1,0.0,,,Historic,1,,62,6200020902.0
656,20,Maldives,,,2021,1,New minimum landing size limits to prevent the catch of juveniles for the most highly valued grouper species were based on evidence collected by BLUE.,,3.1.2,Number of policy instruments/regulations or similar influenced (please specify),1,1.0,,,Historic,5,,62,6200020903.0
657,20,Maldives,,,2019,1,"Fifteen reef fishermen who sell their catch to Six Senses Laamu signed up to a responsible fishing ‘code of conduct’, agreeing to target semi-pelagic and pelagic species and use selective gears to reduce their impact on Laamu’s reefs.",,3.2.1,Number of fisheries ,1,1.0,,,Historic,17,,62,6200020904.0
659,20,Maldives,,Apr,2021,1,"The campaign, supported by TV personality Steve Backshall, reached 60 per cent of the country’s population and delivered success in six weeks when the Maldivian Government upheld the ban and committed to tackling illegal shark fishing in the country",,4.1.2,Number of policy instruments/regulations or similar influenced,1,1.0,,,Historic,19,,62,6200020905.0
662,20,Maldives,,,?,1,new legal minimum landing size limits for groupers.  ,,4.2.2,Number of species,1,1.0,,,Historic,62,,62,6200020906.0
664,20,Maldives,,,2022,6,6 fisheries officer recruited for one month.,,5.2.1,Number of monetary beneficiaries,1,1.0,,,Historic,1,,62,6200020907.0
654,20,Maldives,,,2022,1,Assessment of marine resource use around Laamu Atoll which surveys a range of key user groups. ,,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,0.0,"Not released publicly (shared with Ministry of Fisheries, Marine Resources and Agriculture and Ministry of Environment, Climate Change and Technology. Also circulated with 11 Laamu island councils and Laamu Atoll council.) ",,Historic,66,,62,6200011001.0
655,20,Maldives,,,2023,1,"Assessment of Laamaseelu Masveriyaa programme at Six Senses Laamu 2022 report, completed in March 2023",,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,0.0,Shared with Six Senses Laamu (Laamaseelu Masveriyaa programme partner resort),,Historic,98,,62,6200011002.0
665,20,Maldives,,,2022,26,26 Laamaseelu Masveriyaa programme fishers.,,5.2.1,Number of monetary beneficiaries,1,1.0,,,Historic,1,,62,6200011003.0
666,20,Maldives,,,2017,5,"We developed five internships for Environmental Management undergraduates from the Maldives National University, giving them practical experience in the field and an insight into their prospects as future marine scientists.",,5.2.1,Number of monetary beneficiaries,1,1.0,,,Historic,9,,62,6200011004.0
658,20,Maldives,,,2021,1,"n March 2021, BLUE supported MRR to run a campaign #SaveOurSharks which prevented the reversal of the Maldives’ 10-year-long shark fishing moratorium",,4.1.2,Number of policy instruments/regulations or similar influenced,0,0.0,,,Historic,5,,62,6200011005.0
668,20,Maldives,,,2022,4,4 MSc student's field work funded (University of Exeter).,,5.2.2,Number of non-monetary beneficiaries,1,1.0,,,Historic,1,,62,6200011006.0
660,20,Maldives,,,?,1,Led a campaign which contributed to stopping the lifting of the ten-year shark fishing moratorium ,,4.2.2,Number of species,1,0.0,,,Historic,62,,62,6200011101.0
661,20,Maldives,,,?,1, secured a national fishing ban for all species of parrotfish,,4.2.2,Number of species,1,0.0,,,Historic,62,,62,6200011102.0
669,20,Maldives,,,2022,1,1 PhD student's field work funded (University of Northumbria).,,5.2.2,Number of non-monetary beneficiaries,1,1.0,,,Historic,1,,62,6200011103.0
663,20,Maldives,,,?,1," Two months after #FishForTomorrow campaign, all parrotfish were protected as a no-take species throughout the islands.",,3.1.2,Number of policy instruments/regulations or similar influenced (please specify),1,0.0,what year,,Historic,4,,62,6200011104.0
670,20,Maldives,,,2021,250,"In 2021, we trained seven new fisheries officers and conducted education sessions for over 250 people in the atoll.",,5.5.1,Number of students/general public,1,1.0,,,Historic,5,,62,6200011105.0
672,20,Maldives,,,2020,1,"BLUE is also supporting Shaha Hashim, to do a Master's degree at the University of Exeter, to",,5.2.2,Number of non-monetary beneficiaries,1,1.0,,,Historic,6,,62,6200011106.0
673,20,Maldives,,,2018,200,"Under a partnership with Ministry of Education’s Farukoe (reef child) programme, we took 200 students snorkellinga first for many",,5.5.1,Number of students/general public,1,1.0,,,Historic,8,,62,6200000001.0
667,20,Maldives,,,2019,15,"In exchange, Six Senses Laamu has agreed to reward fishermen through a benefits scheme providing an economic incentive to fishsustainably.",,5.2.1,Number of monetary beneficiaries,1,0.0,,,Historic,17,,62,6200000002.0
676,20,Maldives,,,2018,2400,"In 2018, BLUE donated marine species identification books to all the schools in the Atoll, providing easy access to information to 2,400 students.",,5.3.1,Number of stakeholders,1,1.0,,,Historic,8,,,
677,20,Maldives,,,2017,300,"By inviting over 300 community members to come and hear about the project, we broke down communication barriers and made the people of Laamu feel valued and involved in our effort",,5.3.1,Number of stakeholders,1,1.0,,,Historic,9,,,
678,20,Maldives,,,2022,,"Developing online education hub, includes topics ranging from the Maldives marine environment, interconnected ecosystems, reef fish biology, sustainable fisheries to fisheries management. The content will be engaging and accessible to the local community using a mix of animations, infographics and quizzes.",,5.3.2,Tools/‌activities,1,1.0,,,Historic,62,,,
671,20,Maldives,,,2020,6,"In November, BLUE together with six interns from the Maldives National University visited all eleven islands of Laamu Atoll to conduct resource use surveys",,5.2.2,Number of non-monetary beneficiaries,1,0.0,,,Historic,6,,,
680,20,Maldives,,,2022,4,4 school snorkeling camps conducted.,,5.3.2,Tools/‌activities,1,1.0,,,Historic,1,,,
681,20,Maldives,,,2022,2,2 council education sessions.,,5.3.2,Tools/‌activities,1,1.0,,,Historic,1,,,
674,20,Maldives,,Sept,2020,1,"n September 2020, MRR’s project manager Shaha Hashim successfully enrolled in the Masters by Research programme at the University of Exeter to establish historical baselines for conservation goals.",,5.2.2,Number of non-monetary beneficiaries,1,0.0,,,Historic,18,,,
675,20,Maldives,,,2022,1,"Blue Marine has supported its Maldives Project Manager, Shaha Hashim, to complete a Masters’ Degree at the University of Exeter. While working for Blue Marine, Shaha has become a recognised leader in conservation in the Maldives and is the founder of Maldives Resilient Reefs, which Blue Marine is helping to become the leading marine conservation NGO in the country",,5.2.2,Number of non-monetary beneficiaries,1,0.0,,,Historic,66,,,
682,20,Maldives,,,2022,8,8 scientific presentations delivered by MRR at the Maldives Marine Science Symposium 2022,,5.3.2,Tools/‌activities,1,1.0,,,Historic,1,,,
683,20,Maldives,,,2022,4,4 animated videos developed.,,5.3.2,Tools/‌activities,1,1.0,,,Historic,1,,,
679,20,Maldives,,,2022,1,MRR's online education hub 'MasmahaaVeshi' developed.,,5.3.2,Tools/‌activities,1,0.0,,,Historic,1,,,
684,20,Maldives,,,2022,8,8 infographics developed.,,5.3.2,Tools/‌activities,1,1.0,,,Historic,1,,,
686,20,Maldives,,,2019,1,"Though there are more than 50 protected areas in the Maldives, only four have management plans. BLUE and Six Senses Laamu facilitated a visit to one of these sites for the local government on Laamu to show them how protected areas benefit communities",,5.3.2,Tools/‌activities,1,1.0,,,Historic,7,,,
687,20,Maldives,,,2017,1,"By inviting over 300 community members to come and hear about the project, we broke down communication barriers and made the people of Laamu feel valued and involved in our effort",,5.3.2,Tools/‌activities,1,1.0,,,Historic,9,,,
688,20,Maldives,,Apr,2019,1,d in April 2019 BLUE’s Maldivian team helped organise the Llaamu Atoll Reefs festival to draw attention to the plight of the countries’ coral reefs.,,5.3.2,Tools/‌activities,1,1.0,,,Historic,17,,,
689,20,Maldives,,,2021,1,BLUE launched #FishForTomorrow in the Maldives to familiarise people with vulnerable reef fish. The campaign secured public support for the protection of giant grouper and all species of parrotfish. Maldives,,5.3.2,Tools/‌activities,1,1.0,,,Historic,18,,,
685,20,Maldives,,,2020,1,Blue Marine’s #FishForTomorrow campaign brought awareness about vulnerable marine species in the area.,,5.3.2,Tools/‌activities,1,0.0,what year,,Historic,4,,,
691,20,Maldives,,Dec,2021,1,"Six new marine protected areas were designated on Laamu Atoll in the Maldives, driven by Blue Marine’s research, advocacy and community education and outreach efforts as part of the #EkuEkyLaamu campaign.",,5.3.2,Tools/‌activities,1,1.0,,,Historic,19,,,
692,20,Maldives,,,2019,25,"In 2019, the social media campaign #ProtectMaldivesSeagrass by Blue Marine and Six Senses Laamu managed to change the perception of seagrass in the Maldives tourism industry, and saw more than 25% of resorts committing to protect this valuable habitat.",,5.3.3,Percentage,1,1.0,,,Historic,4,,,
690,20,Maldives,,Apr,2021,1,#SaveOurSharks launched to prevent the reversal of the Maldives’ shark fishing moratorium.,,5.3.2,Tools/‌activities,1,0.0,,,Historic,19,,,
693,20,Maldives,,,2019,25,A quarter of all luxury Maldives resorts signed up to the #ProtectMaldivesSeagrass campaign run by BLUE and the Maldives Underwater Initiative.,,5.3.3,Percentage,1,0.0,,,Historic,7,,,
694,20,Maldives,,,2019,25,"MORE THAN ¼ OF ALL RESORTS IN THE COUNTRY COMMITTED TO PROTECTING 830,000m2 OF SEAGRASS",,5.3.3,Percentage,1,0.0,,,Historic,7,,,
702,20,Maldives,,,2019,15,"Fifteen reef fishermen who sell their catch to Six Senses Laamu signed up to a responsible fishing ‘code of conduct’, agreeing to target semi-pelagic and pelagic species and use selective gears to reduce their impact on Laamu’s reefs.",,5.6.1,Number of stakeholders,1,1.0,,,Historic,17,,,
703,20,Maldives,,,2021,1,"The whole atoll was declared a Mission Blue Hope Spot, and the Maldivian Government has designated six new protected areas on the atoll encompassing coral reefs, mangroves and seagrass meadows.",,Hope Spot,Hope spots,1,1.0,,,Historic,5,,,
698,20,Maldives,,,2021,7,"In 2021, we trained seven new fisheries officers and conducted education sessions for over 250 people in the atoll.",,5.2.2,Number of non-monetary beneficiaries,1,0.0,,,Historic,5,,,
705,20,Maldives,,,2019,1,FIRST SUSTAINABLE RESORT REEF FISHING MODEL DEVELOPED ON LAAMU ATOLL,,Progress,-,1,1.0,,,Historic,7,,,
708,20,Maldives,,August,2016,1,"aha and Vivienne’s work includes interviewing fishermen, diving surveys to identify and map grouper spawning aggregation sites",,Progress,-,1,1.0,,,Historic,10,,,
709,20,Maldives,,Nov,2019,1,"In November 2019, BLUE successfully developed the first ever sustainable resort reef fishery model in the Maldives",,Progress,-,1,1.0,,,Historic,17,,,
704,20,Maldives,,Oct,2021,1,"In October 2021, our hard work was rewarded when Laamu atoll was declared a Mission Blue Hope Spot",,Hope Spot,Hope spots,1,0.0,,,Historic,19,,,
711,20,Maldives,,,2022,1,"Blue Marine has supported its Maldives Project Manager, Shaha Hashim, to complete a Masters’ Degree at the University of Exeter. While working for Blue Marine, Shaha has become a recognised leader in conservation in the Maldives and is the founder of Maldives Resilient Reefs, which Blue Marine is helping to become the leading marine conservation NGO in the country",,Progress,-,1,1.0,,,Historic,66,,,
706,20,Maldives,,,2019,25,"¼ of all resorts in the Maldives pledged to protect more than 830,000m2 of seagrass",,Progress,-,1,0.0,,,Historic,16,,,
707,20,Maldives,,,2022,1,Surveying grouper spwaning aggregation ste to monitor changes through time since 2016/2017 suveys,,Progress,-,1,0.0,,,Historic,62,,,
714,20,Maldives,,,2016,2,"In partnership with the Ministry of Fisheries, Marine Resources and Agriculture (MoFMRA), and the Laamu Atoll Council, Blue Marine interviewed 117 grouper fishers on Laamu Atoll.",,Progress,-,1,1.0,,,Historic,,,,
716,20,Maldives,,,2019,?,"In 2019, Blue Marine started a programme on Laamu Atoll to train its local residents to conduct basic health assessments of their important coastal habitats- seagrasses, mangroves, and coral reefs. The programme is called “Laamaseelu Farudhun” meaning exemplary citizens in the local language, Dhivehi",,Progress,-,1,1.0,,,Historic,75,,,
710,20,Maldives,,,2020,1,"In 2020, we set up the local NGO Maldives Resilient Reefs (MRR), which is led by Maldivians",,Progress,-,1,0.0,,,Historic,4,,,
717,20,Maldives,,Feb,2019,21,"In February 2019, Blue Marine invited two of the world’s leading seagrass experts to Laamu Atoll to help train individuals how to monitor their local seagrass meadows. 21 people from the community, local nongovernmental organisations, higher education schools and local governments participated in the training and participants were from seven of the eleven inhabited islands on the atoll.",,5.2.2,Number of non-monetary beneficiaries,1,1.0,,,Historic,75,,,
712,20,Maldives,,,?,,The much-needed funding from L2M will support the core staff of MRR for the next year to improve our sustainable fishers ’Laamaseelu Masveriya’ programme and see it rolled out to additional resorts. ,,,,,0.0,,,Historic,62,,,
713,20,Maldives,,,2020,1,Parrotfish are added to the list of protected species in the Maldives just months after BLUE’s #FishforTomorrow campaign,,,,,0.0,,,Historic,6,,,
721,20,Maldives,,Nov,2022,1,Report released: https://www.int-res.com/articles/esr2022/49/n049p135.pdf (Status of Napoleon Wrasse),,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,1.0,,,Historic,75,,,
715,20,Maldives,,,2018,1,"In 2018, Blue Marine wrote a management recommendation report to the MoFMA recommending sites for protection and broader recommendations for improved management of the fishery including recommendations by fishers.",,1.1.1,"Reports, investigations, published papers or similar",1,0.0,,,Historic,75,,,
722,20,Maldives,,,2020,6,Blue Marine recruited and trained six interns from the MNU currently doing their BSc in Environmental Management. Blue Marine covered their field costs and team members travelled with them around the eleven inhabited islands on Laamu Atoll to collect resource use data.,,5.2.2,Number of non-monetary beneficiaries,1,1.0,,,Historic,75,,,
723,20,Maldives,,,2021,1,"In 2021, the Laamu Atoll Tourism Coalition (LATC) was set up by Blue Marine to stem the risk of poorly regulated tourism impacting the Atoll’s marine environment as tourism begins to expand.",,5.6.2,Number of coalitions/‌ working groups,1,1.0,,,Historic,75,,,
718,20,Maldives,,,2019,1,"In 2019, a master’s student from the UK analysed the data and produced a report. Findings have helped identify hotspots on the atoll for more than 30 species, many of which are listed as globally Threatened, Endangered and Critically Endangered on the International Union for Conservation of Nature Red List",,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,0.0,,,Historic,75,,,
719,20,Maldives,,,2019,1,"In 2019, a master’s student from the UK analysed the data and produced a report. Findings have helped identify hotspots on the atoll for more than 30 species, many of which are listed as globally Threatened, Endangered and Critically Endangered on the International Union for Conservation of Nature Red List",,5.2.2,Number of non-monetary beneficiaries,1,0.0,,,Historic,75,,,
720,20,Maldives,,,?,1,"Data were included in a briefing document sent to Ministry of Climate Change, Energy and Environment as evidence to justify the sites being put forward for protection.",,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,0.0,,,Historic,75,,,
724,20,Maldives,,Nov,2022,2,The LATC group currently has two members – one resort and one guest house,,5.6.3,Number of member organisations/‌representatives,1,1.0,,,Historic,75,,,
727,20,Maldives,,May,2021,1,"From 6-12 May 2021, Blue Marine and Maldives Resilient Reefs ran targeted ads on social media pages in Dhivehi to Laamu Atoll residents to understand whether the community were supportive of protection of these five sites. Ads were run for each of these five sites with a fact about the site and asking whether the individual supported the protection of the area. Results showed that between 84- 93 per cent of respondents were in favour of protection for all five sites",,Progress,-,1,1.0,,,Historic,75,,,
729,20,Maldives,,,2019,1,"In 2019, the #ProtectMaldivesSeagrass social media campaign convinced more than a quarter of all resorts in the country to commit to protecting more than 830,000 square metres of seagrass by highlighting the value of this blue carbon habitat.",,5.3.2,Tools/‌activities,1,1.0,,,Historic,75,,,
730,20,Maldives,,,2019,1,"In 2019, the #ProtectMaldivesSeagrass social media campaign convinced more than a quarter of all resorts in the country to commit to protecting more than 830,000 square metres of seagrass by highlighting the value of this blue carbon habitat.",,4.3.1,Number of changes,1,1.0,,,Historic,75,,,
725,20,Maldives,,Jul,2019,1,"In July 2019, Blue Marine organised and led a two-day knowledge exchange trip for local leaders between two of the atolls, Laamu Atoll to Addu Atoll.",,5.3.2,Tools/‌activities,1,0.0,,,Historic,75,,,
726,20,Maldives,,,?,1,The Laamu Atoll recommended seven sites for protection – five of which were recommended to them by Blue Marine based on data from underwater surveys. All of these five sites have now been designated as new nationally designated Marine Protected Areas.,,1.1.2,Number of changes,1,0.0,,,Historic,75,,,
733,20,Maldives,,,2020,1,"Two months after the campaign, all parrotfishes were added to the protected species list.",,3.1.2,Number of policy instruments/regulations or similar influenced (please specify),1,1.0,,,Historic,75,,,
731,20,Maldives,,,2019,1,"Seagrass: In 2019, the #ProtectMaldivesSeagrass social media campaign convinced more than a quarter of all resorts in the country to commit to protecting more than 830,000 square metres of seagrass by highlighting the value of this blue carbon habitat.",,1.4.1,Number of species and/or habitats ,1,0.0,,,Historic,75,,,
732,20,Maldives,,,2020,1,". The following year, MMR launched the #FishForTomorrow campaign, which aimed to educate citizens on how to fish responsibly",,5.3.2,Tools/‌activities,1,0.0,,,Historic,75,,,
232,62,Italy,,,2022,1,has engaged hundreds of local schoolchildren through the ‘Understanding the Sea’ marine education programme,,5.5.3,Number of packages/‌initiatives,1,0.0,,,Historic,4,,,
589,62,Italy,,,2021,1,"Salina? An education programme has linked fishermen and researchers with school children, educating students about sustainable fishing and marine biology",,5.5.3,Number of packages/‌initiatives,1,0.0,,,Historic,18,,,
1097,20,Maldives,,,2021,26.7,"After a marine protection campaign of almost seven years by Blue Marine and our partners, the government of the Maldives designates six new MPAs, encompassing coral reefs, mangroves and seagrass meadows.",,1.2.1,proposed km2,,,,,Historic,4,,,
438,62,Italy,,,2022,,"Fishermen, members of environment boards, divers, ",,5.3.1,Number of stakeholders,1,0.0,Check logframe - number not right,,Historic,1,,,
1270,20,Maldives,O.1.6,,2022,1,1: fish biomass being removed from Laamu's reefs and gleaning on two islands of Laamu Atoll,1.4.1,1.1.1,"Reports, investigations, published papers or similar",,1.0,,,Logframe,,,,
1269,20,Maldives,O.1.6,,2022,1,"1: Coral reef monitoring, ",1.4.1,1.1.1,"Reports, investigations, published papers or similar",,0.0,,,Logframe,,,,
1271,20,Maldives,O.1.6,,2022,1,"1: fish biomass on the reef, ",1.4.1,1.1.1,"Reports, investigations, published papers or similar",,0.0,,,Logframe,,,,
1326,20,Maldives,O.1.6,,2022,1,1: Laamu fisher meeting report compiled. ,1.4.1,1.1.1,"Reports, investigations, published papers or similar",,1.0,,,Logframe,,,,
1328,20,Maldives,O.1.6,,2022,1,1: underwater coral photography image found from investigated sources,Progress,Progress,-,,1.0,,,Logframe,,,,
1337,20,Maldives,O.1.6,,2021,1,"2: Laamu MPA social media campaign report and Laamu resource use survey report compiled.
30:  Shaha has also conducted 30 interviews on Laamu Atoll and completed an initial analysis of 15 interviews. Summary reports have been completed for the above.",1.4.1,1.1.1,"Reports, investigations, published papers or similar",,1.0,,,Logframe,,,,
1338,20,Maldives,O.1.6,,2022,1,A research paper co-authored by Shaha on the distribution and abundance of Napoleon wrasses on Laamu Atoll has been published in an academic journal. Nov 2022,1.4.1,1.1.1,"Reports, investigations, published papers or similar",,1.0,,,Logframe,,,,
1341,20,Maldives,O.1.6,?,2020,5,"Baseline biodiversity reports for 1) grouper spawning aggregation sites, 2) coral reefs, 3) mangroves and 4)seagrass meadows compiled. ",1.4.1,1.1.1,"Reports, investigations, published papers or similar",,1.0,,,Logframe,,,,
1635,62,Italy,O.6.6,?,2022,11,"2 MPA staff, 1 in the Apulia Region, 8 local small-scale fishers ",4.2.1,5.3.1,Number of stakeholders,1,0.0,Not sure about this,,Logframe,,,,
1349,35,Jersey,O.1.3,Sept,2023,650,Ambition for a marine park and 30 per cent marine protection announced on 12th September 2023,1.1.1,1.2.1,proposed km2,1,1.0,,,Logframe,,,,
1327,20,Maldives,O.1.6,,2022,1,1: Napoleon wrasse publication.,1.4.1,1.1.1,"Reports, investigations, published papers or similar",,0.0,,,Logframe,,,,
1361,35,Jersey,O.9.1,Sept,2021,2,"Two seafood schemes, Jersey hand dived and Jersea have been started with media posts and content creation released each month.",4.2.2,3.2.2,Number of initiatives,1,1.0,,,Logframe,,,,
1363,35,Jersey,O.10.1,,,1,1 x Marine Park vision document submitted,Progress,Progress,-,,,Don't know what this is ,,Logframe,,,,
1365,35,Jersey,U.3,Sept,2022,2,Sand eel and potting MScs completed in September,4.1.2,5.2.2,Number of non-monetary beneficiaries,1,1.0,,,Logframe,,,,
1366,35,Jersey,U.5,,2021,1,Poll,4.2.2,5.3.2,Tools/‌activities,1,1.0,,,Logframe,,,,
1367,35,Jersey,U.6,,2021,2500,Poll reach,4.2.1,5.3.1,Number of stakeholders,1,1.0,,,Logframe,,,,
1368,35,Jersey,U.7,Sept,2021,1,Royal air squadron Presentation completed in September 2021 covering a range of BLUE projects inc. Jersey and the Solent,4.2.2,5.3.2,Tools/‌activities,1,1.0,,,Logframe,,,,
1369,35,Jersey,U.7,Sept,2021,1,Ports of Jersey seagrass eco moorings event presentation given on importance of seagrass and Pilar MSc findings,4.2.2,5.3.2,Tools/‌activities,1,1.0,,,Logframe,,,,
1371,35,Jersey,U.9,Sept,2021,40,40: Attendees to Jersey Research event (Nov 21) - more likely to be 60 but conservative estimate,4.2.1,5.3.1,Number of stakeholders,1,1.0,,,Logframe,,,,
1372,35,Jersey,U.9,Sept,2021,30,"30: PoJ seagrass presentation attendees, more likely to be 40, number reducted for conservative estimate",4.2.1,5.3.1,Number of stakeholders,1,1.0,,,Logframe,,,,
1374,35,Jersey,U.10,Sept,2021,1,Working group joined - driven by Ports of Jersey,4.3.1,5.6.2,Number of coalitions/‌ working groups,1,,,,Logframe,,,,
1375,35,Jersey,U.11,Sept,2021,4,"States of Jersey, Ports of Jersey, Jersey Marine Conservation, Jersey Seafaris",5.4.2,5.6.3,Number of member organisations/‌representatives,,,Not all of these are our formal partners so need to be wary of listing them out,,Logframe,,,,
1642,62,Italy,O.7.3,,2022,1,"1: MPA staff from local administration, ",4.2.1,5.3.1,Number of stakeholders,1,0.0,,,Logframe,,,,
1644,62,Italy,O.7.3,,2022,2,"2: members of ISPRA (govern. agency for MPA studies), the Mayor,  ",4.2.1,5.3.1,Number of stakeholders,1,0.0,,,Logframe,,,,
1645,62,Italy,O.7.3,,2022,10,10:  local fishers,4.2.1,5.3.1,Number of stakeholders,1,0.0,,,Logframe,,,,
2056,62,Italy,O.3.4,Sept,2023,94,"Q3: An event involving a delegation of 94 people (fishers, FLAGs, administrators, technical personnel)  from Greece and 24 local fishers operating as ‘pescaturismo’, to promote and spread ‘pescaturismo’ as an economic diversification and as a low-impact fishing activity",4.2.1,5.3.1,Number of stakeholders,1,0.0,,,Logframe,,,,
1607,62,Italy,O.1.3,Sept,2022,145,"(mid-july-mid sept 2022) 145 guided tours from Diomedea awareness program, with a totalof 1.200 visits from tourists.",4.2.2,5.3.2,Tools/‌activities,1,1.0,Not sure whether we can count the guided dives,,Logframe,,,,
1629,62,Italy,O.5.3,?,2022,2,"2 interns trained in underwater shark and eagle ray monitoring and by-catch landings, ",4.1.2,5.5.1,Number of students/general public,1,1.0,,,Logframe,,,,
1631,62,Italy,O.5.4,?,2022,1,1 meeting with 3 local diving centres for introducing the initiative,4.2.2,5.3.2,Tools/‌activities,1,1.0,,,Logframe,,,,
1634,62,Italy,O.6.5,?,2022,9,9 small-scale fishers authorized to fish inside the MPA boudnaries,4.1.2,5.2.2,Number of non-monetary beneficiaries,1,1.0,Not sure about this,,Logframe,,,,
1637,62,Italy,O.7.2,?,2022,2,2 educational meetings with local schools ,4.2.2,5.3.2,Tools/‌activities,1,1.0,,,Logframe,,,,
1638,62,Italy,O.7.2,?,2022,5,"5 laboratoy metings, involving a total of around 100 children.",4.2.2,5.3.2,Tools/‌activities,1,1.0,,,Logframe,,,,
1640,62,Italy,O.7.3,,2022,30,"30: marine stakeholders (fishers and marine operatos), ",4.2.1,5.3.1,Number of stakeholders,1,1.0,,,Logframe,,,,
1641,62,Italy,O.7.3,,2022,10,"10: environmental guides for local awareness and access, ",4.2.1,5.3.1,Number of stakeholders,1,1.0,,,Logframe,,,,
1643,62,Italy,O.7.3,,2022,4,"4: members from Coast Guard trained for monk seal patrolling (from april on),  ",4.1.2,5.2.2,Number of non-monetary beneficiaries,1,1.0,,,Logframe,,,,
1646,62,Italy,O.7.3,,2022,1014,1014: visitors either adults and children (from April on),4.2.1,5.3.1,Number of stakeholders,1,1.0,,,Logframe,,,,
1647,62,Italy,O.7.4,,2022,1,Coast Guard has implemented the summer patrolling and has supported ISPRA during the activities in the field                                  ,1.3.2,1.4.1,Number of species and/or habitats ,,,,,Logframe,,,,
1653,62,Italy,O.8.1,Sept,2022,66,"ImpariAmo il Mare and Vivere il Mare: 66 First block of teaching was completed in June 2022, with more students than anticipated Second block of teaching was completed in September 2022, with more students than anticipated",4.2.1,5.3.1,Number of stakeholders,1,1.0,,,Logframe,,,,
1654,62,Italy,O.8.1,?,2022,83,Discover turtle beach: 83. Programme held on all 7 islands of the Aeolain archipelago,4.2.1,5.3.1,Number of stakeholders,1,1.0,,,Logframe,,,,
1656,62,Italy,O.8.2,?,2022,38,"16 expert marine biologists, 11 teachers, 6 fishermen, 5 professional divers, have coordinated all eduational programs",4.2.1,5.3.1,Number of stakeholders,1,1.0,,,Logframe,,,,
1658,62,Italy,O.9.5,Sept,2020,39,"August - September 2020: 4 different questionnaires have been prepared for local fishers, restaurateurs, fish mongers and consumers, for testing the local interest and the opportunities that the fish label can bring to local stakeholders. A total of 39 people (8 fishers, 5 restaurateur owners, 2 fish mongers, 24 consumers) have joined the initiative.",Progress,Progress,-,1,1.0,don't think that each of these is an outreach activity,,Logframe,,,,
1663,62,Italy,O.9.8,?,2022,60,"60 fish surveys were carried out successfully for monitoring the general status of local fish stocks, as well as for identifying the most proper species for the responsible fish label.",Progress,Progress,-,,,,,Logframe,,,,
1707,20,Maldives,O.1.2,,2021,26.7,Evidence collected by Blue Marine and MRR helped designate 7 new MPAs on Laamu Atoll,1.1.2,1.2.2,designated km2,1,1.0,,,Logframe,,,,
1708,20,Maldives,O.1.5,,2021,8,"Evidence collected by Blue Marine and MRR helped designate 3 channels, 2 mangroves and 3 seagrass meadows on Laamu Atoll as MPAs",1.3.3,1.4.1,Number of species and/or habitats ,,,,,Logframe,,,,
1710,20,Maldives,O.1.7,,2021,2,Laamu MPA social media campaign report and Laamu resource use survey report shared with the government.,1.4.2,Removed,,,,,,Logframe,,,,
